name,repoURL,sourceURL,wgetURL,have,source,newCategories,categories,scope,eTag,lastModifiedDateInSource,geoResolution,startDate,endDate,timeResolution,rasterized,fileType,fileSize,internalLocation,ckanURL,notes
DBL_Life,,http://ivs.ku.dk/,http://danbif.au.dk/ipt/archive.do?r=ds9,no,"Department of Veterninary Disease Biology, University of Copehagen",Changing Ecosystems,Biodiversity,Global,,,,,,,,zip,,,,
Decentralization Data,,http://users.nber.org/~arzaghim/downloads.htm,"http://users.nber.org/~arzaghim/decme-clean.csv ,
http://users.nber.org/~arzaghim/decme-clean.txt ,
http://users.nber.org/~arzaghim/decme-clean.dta",yes,"Arzaghi and Henderson, Journal of Public Economics","Economy, Political Stability","Economy, Political Stability",Global,"26308-443e032ed7240,332a-4358f238ed000,1f475-443e032459980","Thu 17 Jan 2008 00:35:13 GMT,Wed 18 Jul 2007 20:00:00 GMT,Thu 17 Jan 2008 00:35:02 GMT",,,,,,"csv,txt,txt",0.2838506699,,,
Democratic Electorial Systems around the World ,,https://files.nyu.edu/mrg217/public/elections.html,"https://files.nyu.edu/mrg217/public/es_data-v2_0_1.zip ,
https://files.nyu.edu/mrg217/public/es3_codebook.pdf",yes,"Nils-Christian Bormann, Matt Golder",Political Stability,Political Stability,Global,"5400349-E4769CCD571B650954089EBC6156EC4C,5078463-9C73496A7BB1F511C0FBB988EAA1E845","Thu 26 Sep 2013 15:28:19 GMT,Fri 22 Feb 2013 20:05:26 GMT",,,,,,"zip,pdf",1.5683956146,,,
Democratisation and Power Resources,,http://www.fsd.uta.fi/en/data/catalogue/FSD1216/meF1216e.html,,no,Tatu Vanhanen,War and Famine,Political Stability,Global,,,,,,,,,,,,
Demographic Data,http://www.prio.no/Data/Economic-and-Socio-Demographic/,http://www.prio.no/Data/Economic-and-Socio-Demographic/Demographic-Data/,http://www.prio.no/Global/upload/CSCW/Data/Economical/file42167_youthbulges.zip,yes,Peace Research Institute - Oslo,Human Demographics and Behavior,Political Stability,Global,1CDCC001B8F1776,Mon 26 Nov 2012 18:01:49 GMT,,,,,,zip,0.5510253906,,,
Diamond Resources,http://www.prio.no/Data/Geographical-and-Resource-Datasets/,http://www.prio.no/Data/Geographical-and-Resource-Datasets/Diamond-Resources/,"http://www.prio.no/Global/upload/CSCW/Data/Geographical/GIS%20filene.zip ,
http://www.prio.no/Global/upload/CSCW/Data/Geographical/DIADATA%20Codebook.pdf ,
http://www.prio.no/Global/upload/CSCW/Data/Geographical/About%20the%20datasets%20-%20for%20the%20web%20page.doc",yes,"Gilmore, Elisabeth; Nils Petter Gleditsch, Päivi Lujala & Jan Ketil Rød, 2005. ‘Conflict Diamonds: A New Dataset’, Conflict Management and Peace Science 22(3): 257–292","War and Famine , Economic Development and Land Use",Political Stability,Global,"1CDD3B5676B439F,1CDD3B55F20CC43,1CDD3B55AC25170","Thu 06 Dec 2012 13:27:14 GMT,Thu 06 Dec 2012 13:27:00 GMT,Thu 06 Dec 2012 13:26:52 GMT",,,,,,"zip,pdf,doc",1.8902711868,,,
"Diplomatic Exchange, 1817 - 2005 ( v 2006.1 )",http://www.correlatesofwar.org/,http://www.correlatesofwar.org/COW2%20Data/Diplomatic/Diplomatic.html,"http://www.correlatesofwar.org/COW2%20Data/Diplomatic/diplomatic_2006.1.zip ,
http://www.correlatesofwar.org/COW2%20Data/Diplomatic/Diplomatic_Exchange_2006v1_codebook.pdf",yes,Correlates of War ,Political Stability ,Political Stability ,Global,"01f589e39bc71:7f4,0754c5be29bc71:7f4","Mon 21 May 2007 20:03:02 GMT,Mon 21 May 2007 19:58:10 GMT",,,,,,"zip,pdf",1.0194892883,,,
Direct Contiguity ( v 3.1 ),http://www.correlatesofwar.org/,http://www.correlatesofwar.org/COW2%20Data/DirectContiguity/DCV3desc.htm,http://www.correlatesofwar.org/COW2%20Data/DirectContiguity/DirectContiguity310.zip,yes,Correlates of War ,War and Famine,Political Stability,Global,80df88e2434c81:7f4,Mon 01 Oct 2007 15:58:19 GMT,,,,,,zip,0.2322978973,,,
Disappearing Forests of the World,,http://earth.tryse.net,http://david.tryse.net/googleearth/Forests_nw.kmz,yes,David Tryse,Changing Ecosystems,Land Use / Land Cover,Global,1ca8932-18f-473e42917b580,Sat 19 Sep 2009 01:28:06 GMT,,1990,2005,15,no,kmz,0.0003805161,,,"Information for each country on the percentage and amount of forest lost, the percentage of old forest remaining, and the change in forest cover between 1990 and 2005. The amount and percentage of forest type is given, along with its percentage change over time. Pie charts and 3D deforestation rate given."
Disease and Chronic Conditions,,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions.aspx,,no,Washington State Department of Health ,EIDS,EIDS,"Global , National ",,,,,,,,,,,,
Disease Outbreak News ,http://www.who.int/csr/don/en/,"http://www.who.int/csr/don/archive/year/en/ ,
http://www.who.int/csr/don/archive/disease/en/ ,
http://www.who.int/csr/don/archive/country/en/",,no,WHO,EIDS,EIDS,Global,,,,,,,,,,,,
"Distribution of Additional $1 income across Broad Expenditure Categories, 144 Countries, 2005",http://www.ers.usda.gov/data-products.aspx#.UzHq_dsgqk0,http://www.ers.usda.gov/data-products/international-food-consumption-patterns.aspx#.UzXGf9sgqk0,http://www.ers.usda.gov/datafiles/International_Food_Consumption_Patterns/2005_Data/Table7.xls,yes,US Department of Agriculture Economic Research Service,Economic Development and Land Use,Food Security,Global,f534aac8f556ce1:0,Wed 22 May 2013 14:08:07 GMT,,,,,,xls,0.0581054688,,,
"Distribution of Additional $1 income across Food Groups, 144 Countries, 2005",http://www.ers.usda.gov/data-products.aspx#.UzHq_dsgqk0,http://www.ers.usda.gov/data-products/international-food-consumption-patterns.aspx#.UzXGf9sgqk0,http://www.ers.usda.gov/datafiles/International_Food_Consumption_Patterns/2005_Data/Table8.xls,yes,US Department of Agriculture Economic Research Service,Economic Development and Land Use,Food Security,Global,995d5a3cf656ce1:0,Wed 22 May 2013 14:11:21 GMT,,,,,,xls,0.0590820313,,,
Ecoregions - Bailey,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/ecoregp.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/ecoregp075_nt00185.tar.gz,yes,National Atlas,Changing Ecosystems,Biodiversity,National,18cf8e-1f26db-3f9ac6e477580,Thu 16 Jun 2005 17:45:10 GMT,,,,,,zip,1.9469861984,,,
Ecoregions - Omernik,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/ecoomrp.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/ecoomrp075_nt00231.tar.gz,yes,National Atlas,Changing Ecosystems,Biodiversity,National,18cf78-a7a04c-3f99998807580,Wed 15 Jun 2005 19:16:54 GMT,,,,,,zip,10.4766349792,,,
Ecosystem quality impact factors,http://www.ifu.ethz.ch/ESD/downloads,http://www.ifu.ethz.ch/ESD/downloads/EI99plus,http://www.ifu.ethz.ch/ESD/downloads/EI99plus/LU_EQ_EI99.kmz,yes,"Ecological Systems Design, ETH Zurich","Climate and Weather , Changing Ecosystems
","Water Scarcity , Biodiversity",Global,,Thu 20 Oct 2011 06:33:32 GMT,,,,,,kmz,3.0789108276,,,
Educational Attainment Data,http://www.clinecenter.illinois.edu/,http://www.clinecenter.illinois.edu/data/sid/education.html,"http://www.clinecenter.illinois.edu/research/documents/EducationAttainment.xls ,
http://www.clinecenter.illinois.edu/data/sid/documents/EducationVarDescription.pdf",yes,Cline Center for Democracy,"Human Demographics and Behavior , Economic Development and Land Use",Political Stability,Global,"4c65e2451e42cf1:0,675c50c7a5b4ce1:0","Mon 17 Mar 2014 20:20:00 GMT,Wed 18 Sep 2013 19:32:14 GMT",,,,,,"xls,pdf",1.2047185898,,,
eGRID - 1996,http://www.epa.gov/,http://www.epa.gov/cleanenergy/energy-resources/egrid/index.html,http://www.epa.gov/cleanenergy/documents/egridzips/eGRID_4th_edition_year_1996_data.zip,yes,United States Environmental Program Data,"Changing Ecosystems , Technology and Industry","Scenarios / GCM , Biodiversity , Energy",National,c5b07a-660ba6-4f132e04bde9d,Thu 30 Jan 2014 16:52:00 GMT,,,,,,zip,6.3778438568,,,
eGRID - 1997,http://www.epa.gov/,http://www.epa.gov/cleanenergy/energy-resources/egrid/index.html,http://www.epa.gov/cleanenergy/documents/egridzips/eGRID_4th_edition_year_1997_data.zip,yes,United States Environmental Program Data,"Changing Ecosystems , Technology and Industry","Scenarios / GCM , Biodiversity , Energy",National,c5b07b-6c15ee-4f132e23e6912,Thu 30 Jan 2014 16:52:33 GMT,,,,,,zip,6.7553539276,,,
eGRID - 1998,http://www.epa.gov/,http://www.epa.gov/cleanenergy/energy-resources/egrid/index.html,http://www.epa.gov/cleanenergy/documents/egridzips/eGRID_4th_edition_year_1998_data.zip,yes,United States Environmental Program Data,"Changing Ecosystems , Technology and Industry","Scenarios / GCM , Biodiversity , Energy",National,c5b07c-73ef2b-4f132e3b24d3e,Thu 30 Jan 2014 16:52:57 GMT,,,,,,zip,7.2458906174,,,
eGRID - 1999,http://www.epa.gov/,http://www.epa.gov/cleanenergy/energy-resources/egrid/index.html,http://www.epa.gov/cleanenergy/documents/egridzips/eGRID_4th_edition_year_1999_data.zip,yes,United States Environmental Program Data,"Changing Ecosystems , Technology and Industry","Scenarios / GCM , Biodiversity , Energy",National,c5b07d-760672-4f132e624490c,Thu 30 Jan 2014 16:53:38 GMT,,,,,,zip,7.3765735626,,,
eGRID - 2000,http://www.epa.gov/,http://www.epa.gov/cleanenergy/energy-resources/egrid/index.html,http://www.epa.gov/cleanenergy/documents/egridzips/eGRID_4th_edition_year_2000_data.zip,yes,United States Environmental Program Data,"Changing Ecosystems , Technology and Industry","Scenarios / GCM , Biodiversity , Energy",National,c5b07e-78128b-4f132e60c15ac,Thu 30 Jan 2014 16:53:37 GMT,,,,,,zip,7.504527092,,,
eGRID - 2004,http://www.epa.gov/,http://www.epa.gov/cleanenergy/energy-resources/egrid/index.html,http://www.epa.gov/cleanenergy/documents/egridzips/eGRID_5th_edition_year_2004_data.zip,yes,United States Environmental Program Data,"Changing Ecosystems , Technology and Industry","Scenarios / GCM , Biodiversity , Energy",National,c5b07f-8ea440-4f132e853a9dd,Thu 30 Jan 2014 16:54:15 GMT,,,,,,zip,8.9151000977,,,
eGRID - 2005,http://www.epa.gov/,http://www.epa.gov/cleanenergy/energy-resources/egrid/index.html,http://www.epa.gov/cleanenergy/documents/egridzips/eGRID_6th_edition_year_2005_data.zip,yes,United States Environmental Program Data,"Changing Ecosystems , Technology and Industry","Scenarios / GCM , Biodiversity , Energy",National,c5b080-8826d8-4f132eb92aaab,Thu 30 Jan 2014 16:55:09 GMT,,,,,,zip,8.5094833374,,,
eGRID - 2007,http://www.epa.gov/,http://www.epa.gov/cleanenergy/energy-resources/egrid/index.html,http://www.epa.gov/cleanenergy/documents/egridzips/eGRID_7th_edition_year_2007_data.zip,yes,United States Environmental Program Data,"Changing Ecosystems , Technology and Industry","Scenarios / GCM , Biodiversity , Energy",National,c5b081-ae0e40-4f14b5130500b,Fri 31 Jan 2014 22:01:33 GMT,,,,,,zip,10.8784790039,,,
eGRID - 2009,http://www.epa.gov/,http://www.epa.gov/cleanenergy/energy-resources/egrid/index.html,http://www.epa.gov/cleanenergy/documents/egridzips/eGRID_8th_edition_year_2009_data.zip,yes,United States Environmental Program Data,"Changing Ecosystems , Technology and Industry","Scenarios / GCM , Biodiversity , Energy",National,c5b082-7f2281-4f14b516a480e,Fri 31 Jan 2014 22:01:37 GMT,,,,,,zip,7.9459238052,,,
eGRID - 2010,http://www.epa.gov/,http://www.epa.gov/cleanenergy/energy-resources/egrid/index.html,http://www.epa.gov/cleanenergy/documents/egridzips/eGRID_9th_edition_V1-0_year_2010.zip,yes,United States Environmental Program Data,"Changing Ecosystems , Technology and Industry","Scenarios / GCM , Biodiversity , Energy",National,eab26-7b059a-4f32e0b8d5c88,Mon 24 Feb 2014 21:56:34 GMT,,,,,,zip,7.688867569,,,
"Emissions of CO2, CH4, N2O, HFCs by gas, sector, and country",http://iea.uoregon.edu/page.php?query=one_indicator,,http://iea.uoregon.edu/indicators/Pollution.GHGs.UNFCCC.zip,yes,United Nations Framework Convention on Climate Change,"Climate and Weather , Changing Ecosystems","Biodiversity , Scenarios / GCM",Global,4085c5-22d5b-4451ea31a9099,Fri 01 Feb 2008 20:29:54 GMT,,,,,,zip,0.1360731125,,,
"Emissions of SOx, NOx, Particulates, CO, VOC, CO2, GHGs",http://iea.uoregon.edu/page.php?query=one_indicator,,http://iea.uoregon.edu/indicators/Pollution.Atmospheric.OECD.2004.xls,yes,OECD,"Climate and Weather , Changing Ecosystems","Biodiversity , Scenarios / GCM",OECD Countries,4085c0-132400-4451e99a57f06,Fri 01 Feb 2008 20:27:15 GMT,,,,,,xls,1.1962890625,,,
Energy Consumption,,,http://bbs.keyhole.com/ubb/ubbthreads.php?ubb=download&Number=201838&filename=cl-05-06-06-741512481.kmz,no,GeoHive,Technology and Industry,Energy,Global,,,,,,,no,,,,,"Statistics for the energy consumption of each country. Categories include oil, natural gas, coal, nuclear and hydroelectric. The actual layout only shows you a chart for each country that can be used as a comparison for each country. The actual data can be obtained from the site of reference: GeoHive http://www.xist.org/. Not very relevant for studies of the amazon since information is by country and not by regions."
Estimated Historical Anthropogenic Global Sulphur Emission Patterns ,http://iea.uoregon.edu/page.php?query=one_indicator,,http://iea.uoregon.edu/indicators/SulfurDioxideEmissions.Global.xls,yes,A.S.L and Associates,Climate and Weather,Scenarios / GCM,Global,d72da7-168e00-4451ee22c39d9,Fri 01 Feb 2008 20:47:32 GMT,,,,,,xls,1.4096679688,,,
Ethnic Composition Data,http://www.prio.no/Data/Economic-and-Socio-Demographic/,http://www.prio.no/Data/Economic-and-Socio-Demographic/Ethnic-Composition-Data/,"http://www.prio.no/Global/upload/CSCW/Data/Economical/file42131_ethnic.zip ,
http://www.prio.no/Global/upload/CSCW/Data/Economical/file42129_ethnic_a.zip",yes,Peace Research Institute - Oslo,Human Demographics and Behavior,Political Stability,Global,"1CDCC00184EA76D,1CDCC00145B5559","Mon 26 Nov 2012 18:01:44 GMT,Mon 26 Nov 2012 18:01:37 GMT",,,,,,"zip,zip",0.1655521393,,,
Ethnic Power Relations Dataverse,,http://thedata.harvard.edu/dvn/dv/epr/faces/study/StudyPage.xhtml?globalId=hdl:1902.1/11796&studyListingIndex=1_0e2e2b36734980232bb83a645cdd,,no,"ETH Zurich, University of California, Los Angeles","Political Stability , War and Famine , Human Demographics and Behavior",Political Stability,Global,,,,,,,,,,,,
Ethnolinguistic Fractionalization Indices,,http://pages.ucsd.edu/~proeder/elf.htm,http://pages.ucsd.edu/~proeder/elf.xls,yes,Philip G. Roeder,Political Stability,Political Stability,Global,67118e-9800-4ef16b1abfc00,Fri 03 Jan 2014 20:24:16 GMT,,,,,,xls,0.037109375,,,
European NUTS Map,https://international.ipums.org/international/gis.shtml,https://international.ipums.org/international/enuts_gis.shtml,"https://international.ipums.org/international/resources/gis/enuts_level1.zip ,
https://international.ipums.org/international/resources/gis/enuts_level2.zip",yes,"IPUMS , University of Minnesota",Human Demographics and Behavior,Political Stability,Regional,"74c0e16-7add8-4a4cf592ab800,74c0e17-8c2cb-4a4cf592ab800","Fri 03 Jun 2011 14:12:48 GMT,Fri 03 Jun 2011 14:12:48 GMT",,,,,,"zip,zip",1.0274991989,,,
Evolutionarily Distinct and Globally Endangered species,,,http://services.google.com/earth/kmz/edge_existance_n.kmz,yes,The Zoological Society of London (ZSL) ,Changing Ecosystems,Biodiversity,Global,,Sun 01 Apr 2012 20:52:55 GMT,,,,,no,kmz,0.0002918243,,,This map contains location of EDGE (Evolutionarily Distinct and Globally Endangered) species and related info
EWITS Offshore sites,,"http://www.nrel.gov/electricity/transmission/eastern_wind_dataset.html ,http://www.nrel.gov/electricity/transmission/docs/eastern_wind_dataset_site_summary.xlsx",,no,National Renewable Energy Laboratory,Technology and Industry,Energy,East,,,,,,,no,,,,,
Exchange Rate Weights ,http://www.ers.usda.gov/data-products.aspx#.UzHq_dsgqk0,http://www.ers.usda.gov/data-products/agricultural-exchange-rate-data-set.aspx#.UzXHStsgqk0,http://www.ers.usda.gov/datafiles/Agricultural_Exchange_Rate_Data_Set/Exchange_Rate_Weights/exchangerateweights200305.xls,yes,United States Department of Agriculture Economic Research Service,Economic Development and Land Use,Food Security,Global,3ab08440253dcd1:0,Mon 28 May 2012 22:57:26 GMT,,,,,,xls,0.1142578125,,,http://www.ers.usda.gov/data-products/agricultural-exchange-rate-data-set.aspx#.UyM91XWx1pk
Existing Generators,,,,no,PROMOD,Technology and Industry,Energy,National,,,,,,,no,,,,,
Expanded Trade and GDP Data,,http://privatewww.essex.ac.uk/~ksg/exptradegdp.html,"http://privatewww.essex.ac.uk/~ksg/data/exptradegdpv4.1.zip ,
http://privatewww.essex.ac.uk/~ksg/data/expgdpv6.0.zip",yes,"Kristian, Skrede, Gleditsch","Economy, International Travel and Commerce","Economy, Transportation / Trade",Global,"5154c05-1cb6050-4461f43d7f6c0,51511c2-2c52a-4ebfe566fb2eb","Thu 14 Feb 2008 14:40:03 GMT,Mon 25 Nov 2013 11:05:11 GMT",,,,,,"zip,zip",28.8841495514,,,
Ferries ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/1ferryl.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/ferry_l010g_nt00796.tar.gz,yes,National Atlas,International Travel and Commerce,Transportation / Trade,National,825b19-b8b5-4c58536cdeb29,Mon 23 Jul 2012 20:37:27 GMT,,,,,,zip,0.0450944901,,,
Fish Catch - Various Species - Antarctic,http://iea.uoregon.edu/page.php?query=one_indicator,,http://iea.uoregon.edu/indicators/Fish.CCAMLR.Data.mdb,yes,Commission for the Conservation of Antarctic Marine Living Resources,"Changing Ecosystems , International Travel and Commerce","Biodiversity, Food Security, Scenarios / GCM",Global,10c92f4-f50000-4451ca27f6387,Fri 01 Feb 2008 18:06:34 GMT,,,,,,txt,15.3125,,,
Fisheries Commodities Production and Trade,http://iea.uoregon.edu/page.php?query=one_indicator,,http://iea.uoregon.edu/indicators/Fish.FisheriesCommodities.Fishstat.Data.zip,yes,FISHSTAT - FAO,"Changing Ecosystems , International Travel and Commerce","Biodiversity , Food Security, Scenarios / GCM , Transportation / Trade",Global,10c92f9-3b9fca-4451dbb4bd587,Fri 01 Feb 2008 19:25:05 GMT,,,,,,zip,3.7265110016,,,
Flights Database,,http://openflights.org/data.html,https://sourceforge.net/p/openflights/code/HEAD/tree/openflights/data/airlines.dat?format=raw,yes,Open Flights,"International Travel and Commerce , Infrastructure","Transportation / Trade , Infrastructure",Global ,,,,,,,,,0.0003499985,,,
Flora and Fauna - Biodiversity Treaties,,http://fletcher.archive.tusm-oit.org/multilaterals/biodiversity.html,,no,"Multilaterals Project, Tufts University","Changing Ecosystems, Political Stability","Biodiversity, Political Stability",Global,,,,,,,,,,,,
Food Security Indicators,,,http://bit.ly/14FRxGV,yes,Food and Agricultural Organization of the United States,"Economic Development and Land Use , War and Famine",Food Security ,Global,,,,,,,,,0.0001688004,,,
"Forcibly Displaced Populations, 1964 - 2008 ",,http://www.systemicpeace.org/inscr/inscr.htm,"http://www.systemicpeace.org/inscr/FDP2008a.xls ,
http://www.systemicpeace.org/inscr/FDP2008.xls",yes,US Committe for Refugees and Immigrants,Poverty and Social Inequality,Poverty / Refugees,Global,,"Wed 23 Sep 2009 02:45:13 GMT,Wed 23 Sep 2009 02:44:57 GMT",,,,,,"xls,xls",0.8061523438,,,
Forest and Primary Mill Residues,,http://www.nrel.gov/gis/biomass.html,http://www.nrel.gov/gis/data/GIS_Data_Technology_Specific/United_States/Biomass/High_Resolution/Forest_Primary_Mill_Residues.zip,yes,National Renewable Energy Laboratory,Technology and Industry,Energy,National,390097-45c0402-4e1a61b60ebc0,Tue 16 Jul 2013 19:37:27 GMT,,,,,no,zip,69.7509784698,,,
Forest Cover Types,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/foresti.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/foresti020l_nt00113.tar.gz,yes,National Atlas,Changing Ecosystems,"Land Use / Land Cover , Biodiversity",National,18d008-19f74d-407e442882840,Wed 14 Dec 2005 16:14:17 GMT,,,,,,zip,1.6228761673,,,
